transaction_id,employer_id,jobseeker_id,revenue_type,amount,transaction_date
T15236,EMP10498,JS15264,Subscription,2127,2025-01-15
T15237,EMP10011,JS16954,Training Program Fee,2789,2025-01-02
T15238,EMP10245,,Employer Contract,17479,2024-10-01
T15239,EMP10372,JS13831,Subscription,1496,2024-06-07
T15240,EMP10041,,Subscription,1885,2024-03-16
T15241,EMP10094,,Subscription,1010,2024-06-25
T15242,EMP10050,,Training Program Fee,3445,2024-04-21
T15243,EMP10409,JS19189,Employer Contract,18142,2024-12-06
T15244,EMP10399,,Job Placement Fee,7947,2024-11-27
T15245,EMP10453,,Job Placement Fee,2564,2024-07-14
T15246,EMP10134,JS16709,Employer Contract,46568,2024-11-12
T15247,EMP10474,JS16469,Employer Contract,41012,2025-02-07
T15248,EMP10491,JS16022,Employer Contract,21736,2024-06-27
T15249,EMP10196,,Subscription,1811,2024-11-14
T15250,EMP10132,,Employer Contract,33549,2024-06-29
T15251,EMP10237,JS19738,Job Placement Fee,7057,2024-09-16
T15252,EMP10027,,Subscription,2689,2024-07-08
T15253,EMP10313,,Employer Contract,32724,2025-01-30
T15254,EMP10328,JS14354,Training Program Fee,4780,2024-09-20
T15255,EMP10285,,Job Placement Fee,4069,2024-06-12
T15256,EMP10365,JS10205,Employer Contract,36183,2024-06-11
T15257,EMP10403,JS19225,Employer Contract,27152,2024-06-22
T15258,EMP10367,JS12463,Training Program Fee,1209,2024-12-08
T15259,EMP10255,,Employer Contract,15834,2024-06-05
T15260,EMP10176,JS16599,Subscription,2785,2024-08-02
T15261,EMP10437,JS18001,Employer Contract,47322,2024-11-20
T15262,EMP10223,,Job Placement Fee,7408,2025-01-27
T15263,EMP10107,JS14501,Training Program Fee,3746,2024-11-19
T15264,EMP10371,JS11743,Subscription,1777,2025-02-06
T15265,EMP10136,JS19910,Training Program Fee,1698,2024-11-02
T15266,EMP10242,,Subscription,2426,2024-09-09
T15267,EMP10328,JS11085,Employer Contract,19609,2024-06-15
T15268,EMP10049,,Employer Contract,28797,2024-08-25
T15269,EMP10228,,Subscription,2978,2024-12-30
T15270,EMP10273,,Subscription,2396,2024-10-31
T15271,EMP10184,JS10644,Subscription,1365,2024-09-12
T15272,EMP10019,JS17103,Employer Contract,18805,2024-03-24
T15273,EMP10484,JS10491,Job Placement Fee,7493,2024-04-16
T15274,EMP10027,JS18915,Employer Contract,40260,2024-11-24
T15275,EMP10363,,Employer Contract,39511,2024-08-23
T15276,EMP10477,,Training Program Fee,1016,2024-09-21
T15277,EMP10262,,Job Placement Fee,6335,2025-01-04
T15278,EMP10056,,Subscription,1488,2024-07-28
T15279,EMP10391,JS12805,Job Placement Fee,6698,2024-05-10
T15280,EMP10371,JS18994,Subscription,2134,2025-01-29
T15281,EMP10346,,Job Placement Fee,9640,2024-07-29
T15282,EMP10133,,Job Placement Fee,7910,2025-01-29
T15283,EMP10401,,Subscription,1716,2024-06-12
T15284,EMP10433,,Job Placement Fee,5551,2024-04-09
T15285,EMP10060,,Employer Contract,16330,2024-11-24
T15286,EMP10195,,Subscription,1359,2025-01-19
T15287,EMP10025,JS17410,Job Placement Fee,8546,2025-01-31
T15288,EMP10340,,Job Placement Fee,4418,2024-12-08
T15289,EMP10034,,Training Program Fee,3682,2024-09-14
T15290,EMP10389,JS15931,Subscription,1734,2025-01-14
T15291,EMP10339,,Subscription,2222,2025-02-08
T15292,EMP10019,JS12798,Training Program Fee,2669,2024-07-13
T15293,EMP10155,,Job Placement Fee,7196,2024-03-29
T15294,EMP10500,,Subscription,1433,2024-06-17
T15295,EMP10141,JS17466,Job Placement Fee,5811,2024-03-12
T15296,EMP10318,,Employer Contract,39814,2025-01-13
T15297,EMP10177,,Employer Contract,36368,2024-10-15
T15298,EMP10104,JS11041,Employer Contract,21758,2024-06-02
T15299,EMP10006,,Training Program Fee,3482,2024-09-10
T15300,EMP10447,,Job Placement Fee,7259,2024-03-18
T15301,EMP10487,JS19670,Training Program Fee,3212,2024-04-12
T15302,EMP10045,,Training Program Fee,4883,2025-02-28
T15303,EMP10043,,Subscription,2497,2024-12-26
T15304,EMP10336,,Subscription,2268,2024-04-24
T15305,EMP10489,JS16536,Employer Contract,14616,2024-09-28
T15306,EMP10424,JS10815,Job Placement Fee,3097,2024-07-16
T15307,EMP10262,JS14338,Employer Contract,20833,2024-11-07
T15308,EMP10032,,Training Program Fee,1045,2024-08-12
T15309,EMP10491,JS13561,Subscription,2750,2024-10-13
T15310,EMP10011,,Job Placement Fee,4774,2024-10-19
T15311,EMP10467,JS18083,Employer Contract,14255,2024-12-06
T15312,EMP10315,,Employer Contract,19986,2024-08-31
T15313,EMP10279,JS15427,Employer Contract,13993,2024-06-23
T15314,EMP10197,JS18006,Subscription,1892,2024-11-16
T15315,EMP10280,,Job Placement Fee,3740,2024-03-17
T15316,EMP10076,,Employer Contract,46641,2024-12-22
T15317,EMP10059,,Job Placement Fee,2155,2024-11-06
T15318,EMP10005,JS16010,Subscription,2221,2024-07-28
T15319,EMP10418,JS15789,Employer Contract,15440,2024-05-15
T15320,EMP10303,,Training Program Fee,1933,2024-10-16
T15321,EMP10477,JS19825,Training Program Fee,3992,2024-03-19
T15322,EMP10393,JS15366,Employer Contract,21031,2024-07-16
T15323,EMP10121,JS12818,Subscription,2459,2024-12-17
T15324,EMP10134,,Subscription,2760,2025-01-10
T15325,EMP10361,JS11209,Employer Contract,39878,2024-11-21
T15326,EMP10358,,Training Program Fee,4568,2025-03-10
T15327,EMP10359,JS18666,Subscription,1287,2024-07-26
T15328,EMP10451,JS12029,Subscription,2032,2024-03-23
T15329,EMP10269,,Training Program Fee,1112,2024-10-29
T15330,EMP10415,,Employer Contract,46671,2024-07-24
T15331,EMP10480,JS19926,Employer Contract,40659,2024-09-14
T15332,EMP10499,JS13929,Training Program Fee,3203,2025-03-03
T15333,EMP10381,JS16204,Job Placement Fee,4318,2024-10-18
T15334,EMP10464,JS19998,Job Placement Fee,7116,2024-05-09
T15335,EMP10070,JS12452,Training Program Fee,4824,2024-09-22
T15336,EMP10021,JS10572,Job Placement Fee,3273,2024-04-06
T15337,EMP10177,,Employer Contract,19429,2024-10-03
T15338,EMP10129,,Employer Contract,39002,2024-06-22
T15339,EMP10483,,Job Placement Fee,3200,2024-08-31
T15340,EMP10135,JS17919,Subscription,2104,2024-12-19
T15341,EMP10257,,Training Program Fee,4044,2024-05-09
T15342,EMP10265,JS15182,Employer Contract,10937,2024-08-09
T15343,EMP10490,JS12189,Employer Contract,25534,2024-08-12
T15344,EMP10464,JS14835,Training Program Fee,2973,2024-09-23
T15345,EMP10077,JS14346,Employer Contract,20415,2024-03-30
T15346,EMP10082,JS14724,Job Placement Fee,9851,2024-08-12
T15347,EMP10182,,Training Program Fee,2521,2024-05-29
T15348,EMP10053,,Employer Contract,29289,2024-12-23
T15349,EMP10126,,Training Program Fee,3980,2025-02-15
T15350,EMP10330,JS19250,Employer Contract,32449,2024-11-01
T15351,EMP10275,,Training Program Fee,4910,2024-11-01
T15352,EMP10401,,Employer Contract,22174,2024-11-12
T15353,EMP10046,JS15731,Subscription,2425,2025-02-20
T15354,EMP10347,,Employer Contract,41257,2024-05-16
T15355,EMP10442,JS16539,Job Placement Fee,9764,2024-06-30
T15356,EMP10090,,Employer Contract,28455,2024-04-09
T15357,EMP10026,,Job Placement Fee,2878,2024-08-23
T15358,EMP10468,,Training Program Fee,1967,2025-03-11
T15359,EMP10392,JS14443,Job Placement Fee,9735,2024-11-12
T15360,EMP10116,,Training Program Fee,1361,2024-04-16
T15361,EMP10254,,Subscription,2144,2024-04-15
T15362,EMP10161,JS15750,Job Placement Fee,4999,2024-10-28
T15363,EMP10207,,Training Program Fee,3703,2024-07-23
T15364,EMP10487,,Job Placement Fee,5895,2025-02-08
T15365,EMP10130,,Training Program Fee,4676,2024-06-23
T15366,EMP10194,JS16015,Employer Contract,28704,2024-03-24
T15367,EMP10073,JS18873,Training Program Fee,1897,2025-01-20
T15368,EMP10160,JS13026,Job Placement Fee,7647,2024-12-03
T15369,EMP10275,JS12596,Subscription,2738,2024-12-16
T15370,EMP10189,,Training Program Fee,3571,2024-12-17
T15371,EMP10262,,Employer Contract,21306,2025-03-04
T15372,EMP10177,,Training Program Fee,2378,2025-02-23
T15373,EMP10491,JS11686,Job Placement Fee,7524,2024-11-13
T15374,EMP10054,,Training Program Fee,1390,2025-01-27
T15375,EMP10128,,Job Placement Fee,2892,2025-03-07
T15376,EMP10207,JS17242,Employer Contract,49592,2025-01-11
T15377,EMP10256,JS12890,Training Program Fee,866,2024-08-06
T15378,EMP10091,JS14404,Employer Contract,18458,2024-05-18
T15379,EMP10126,,Training Program Fee,2687,2024-12-23
T15380,EMP10352,JS18838,Employer Contract,23499,2024-09-16
T15381,EMP10241,JS12056,Subscription,2340,2024-09-26
T15382,EMP10402,,Job Placement Fee,5110,2024-11-16
T15383,EMP10328,JS10349,Training Program Fee,1845,2025-02-20
T15384,EMP10228,JS15933,Employer Contract,33528,2025-02-20
T15385,EMP10077,,Training Program Fee,939,2024-11-03
T15386,EMP10134,JS11790,Employer Contract,20574,2024-03-21
T15387,EMP10155,JS17140,Training Program Fee,4429,2024-09-25
T15388,EMP10050,JS19588,Subscription,1557,2024-10-03
T15389,EMP10414,JS14206,Employer Contract,35466,2024-12-21
T15390,EMP10408,,Job Placement Fee,6881,2024-12-25
T15391,EMP10461,JS11749,Training Program Fee,1133,2024-11-20
T15392,EMP10305,JS14366,Training Program Fee,4008,2024-03-31
T15393,EMP10318,JS11160,Job Placement Fee,5703,2024-08-10
T15394,EMP10354,JS14160,Subscription,1800,2024-09-22
T15395,EMP10009,JS10100,Job Placement Fee,3002,2025-01-15
T15396,EMP10122,,Subscription,1216,2024-05-28
T15397,EMP10270,,Job Placement Fee,6347,2024-04-14
T15398,EMP10029,JS13419,Job Placement Fee,3840,2024-12-31
T15399,EMP10366,JS19939,Training Program Fee,1370,2024-04-27
T15400,EMP10398,,Job Placement Fee,3809,2024-05-08
T15401,EMP10364,JS18466,Subscription,2596,2024-11-25
T15402,EMP10326,JS11315,Employer Contract,35501,2025-01-24
T15403,EMP10018,JS17719,Job Placement Fee,4248,2024-04-25
T15404,EMP10275,,Job Placement Fee,4988,2024-09-05
T15405,EMP10470,,Training Program Fee,2004,2025-03-09
T15406,EMP10017,,Job Placement Fee,7732,2024-10-23
T15407,EMP10243,,Employer Contract,33365,2024-07-18
T15408,EMP10266,JS11263,Job Placement Fee,5575,2024-10-31
T15409,EMP10077,,Training Program Fee,4701,2024-05-04
T15410,EMP10423,,Job Placement Fee,5381,2025-02-15
T15411,EMP10390,,Job Placement Fee,4062,2024-10-12
T15412,EMP10295,,Training Program Fee,3887,2024-05-07
T15413,EMP10172,,Job Placement Fee,6426,2025-01-07
T15414,EMP10362,,Training Program Fee,553,2025-01-25
T15415,EMP10107,JS11892,Subscription,1018,2025-02-16
T15416,EMP10461,,Job Placement Fee,6758,2024-05-12
T15417,EMP10336,JS16390,Subscription,1887,2024-05-31
T15418,EMP10176,,Job Placement Fee,8899,2024-06-12
T15419,EMP10288,JS12334,Employer Contract,31463,2024-04-11
T15420,EMP10496,JS13222,Job Placement Fee,7586,2024-05-21
T15421,EMP10027,,Employer Contract,20051,2024-07-16
T15422,EMP10294,,Employer Contract,36032,2024-08-09
T15423,EMP10163,,Job Placement Fee,9316,2024-09-15
T15424,EMP10127,,Subscription,2658,2024-09-20
T15425,EMP10084,JS14147,Employer Contract,44373,2024-05-03
T15426,EMP10430,JS13766,Job Placement Fee,9547,2024-07-23
T15427,EMP10075,JS14698,Employer Contract,49883,2024-03-11
T15428,EMP10433,,Training Program Fee,4474,2025-01-25
T15429,EMP10141,,Subscription,2362,2024-12-04
T15430,EMP10442,,Training Program Fee,1353,2024-12-11
T15431,EMP10212,,Subscription,2093,2025-01-28
T15432,EMP10164,,Employer Contract,39252,2024-06-02
T15433,EMP10436,JS15407,Subscription,2132,2024-09-28
T15434,EMP10465,,Subscription,1794,2025-02-04
T15435,EMP10111,,Job Placement Fee,3251,2024-07-22
T15436,EMP10312,JS10552,Training Program Fee,1275,2024-12-29
T15437,EMP10263,JS19385,Employer Contract,45032,2025-02-20
T15438,EMP10396,,Job Placement Fee,5305,2024-08-24
T15439,EMP10140,,Employer Contract,49127,2024-04-27
T15440,EMP10426,,Subscription,1474,2024-08-22
T15441,EMP10048,,Subscription,2308,2024-05-17
T15442,EMP10059,,Subscription,2220,2024-12-03
T15443,EMP10498,,Training Program Fee,2062,2024-09-05
T15444,EMP10461,JS19643,Subscription,2976,2024-12-07
T15445,EMP10371,JS19327,Employer Contract,43161,2024-04-25
T15446,EMP10200,,Employer Contract,11090,2024-06-20
T15447,EMP10172,,Job Placement Fee,4451,2024-04-15
T15448,EMP10342,JS11705,Training Program Fee,2006,2024-05-23
T15449,EMP10191,JS17818,Employer Contract,24249,2024-06-27
T15450,EMP10265,JS19583,Job Placement Fee,4949,2025-01-12
T15451,EMP10279,,Employer Contract,47264,2024-05-17
T15452,EMP10032,,Job Placement Fee,8126,2024-09-19
T15453,EMP10032,JS11790,Job Placement Fee,6907,2024-11-19
T15454,EMP10241,,Training Program Fee,2118,2024-12-11
T15455,EMP10350,JS12607,Employer Contract,46685,2024-09-19
T15456,EMP10155,,Job Placement Fee,7860,2024-05-23
T15457,EMP10151,JS19507,Training Program Fee,2535,2024-05-05
T15458,EMP10441,JS12860,Subscription,1068,2024-05-28
T15459,EMP10287,,Job Placement Fee,6162,2024-07-11
T15460,EMP10092,,Training Program Fee,2154,2024-11-18
T15461,EMP10277,,Subscription,2583,2024-09-18
T15462,EMP10351,,Employer Contract,36460,2024-06-09
T15463,EMP10217,JS18691,Subscription,2535,2024-12-07
T15464,EMP10071,JS16222,Training Program Fee,3611,2024-09-17
T15465,EMP10389,,Job Placement Fee,2098,2025-02-09
T15466,EMP10007,,Employer Contract,46079,2024-06-17
T15467,EMP10341,,Job Placement Fee,5331,2024-05-19
T15468,EMP10288,,Employer Contract,14097,2025-02-26
T15469,EMP10487,JS11898,Job Placement Fee,5551,2025-01-09
T15470,EMP10481,,Training Program Fee,2150,2024-04-19
T15471,EMP10053,,Training Program Fee,2354,2024-11-28
T15472,EMP10025,,Subscription,2043,2025-02-21
T15473,EMP10319,JS17912,Subscription,1905,2024-07-09
T15474,EMP10357,JS13062,Employer Contract,17976,2024-12-16
T15475,EMP10293,,Training Program Fee,933,2024-05-08
T15476,EMP10123,JS19948,Employer Contract,37595,2024-03-15
T15477,EMP10316,JS16041,Subscription,1624,2024-11-02
T15478,EMP10424,,Job Placement Fee,4559,2024-06-17
T15479,EMP10167,,Subscription,1447,2024-05-21
T15480,EMP10204,JS16119,Employer Contract,28600,2024-03-24
T15481,EMP10471,JS15517,Training Program Fee,609,2024-08-28
T15482,EMP10080,,Job Placement Fee,4012,2024-10-27
T15483,EMP10152,,Training Program Fee,951,2024-06-11
T15484,EMP10090,JS13574,Training Program Fee,4600,2025-02-22
T15485,EMP10458,JS18415,Job Placement Fee,3502,2024-09-13
T15486,EMP10285,,Training Program Fee,3149,2024-06-20
T15487,EMP10120,,Employer Contract,18058,2024-04-23
T15488,EMP10450,JS17214,Job Placement Fee,5778,2024-08-01
T15489,EMP10281,JS18539,Subscription,2752,2024-11-18
T15490,EMP10177,,Training Program Fee,3184,2024-09-24
T15491,EMP10245,,Training Program Fee,2227,2024-09-03
T15492,EMP10049,,Subscription,1572,2024-04-05
T15493,EMP10232,,Subscription,2947,2024-11-05
T15494,EMP10035,JS13078,Subscription,2781,2024-12-11
T15495,EMP10011,,Subscription,1581,2024-11-05
T15496,EMP10365,JS13893,Job Placement Fee,7061,2024-06-30
T15497,EMP10003,JS10795,Employer Contract,25570,2024-05-05
T15498,EMP10375,JS15998,Subscription,1012,2024-07-21
T15499,EMP10138,JS18750,Job Placement Fee,4701,2024-03-30
T15500,EMP10311,JS13491,Subscription,2033,2025-02-07
T15501,EMP10260,,Training Program Fee,872,2024-11-23
T15502,EMP10059,,Job Placement Fee,7920,2024-07-16
T15503,EMP10377,,Job Placement Fee,9706,2024-10-17
T15504,EMP10214,JS16297,Subscription,2044,2024-05-02
T15505,EMP10409,JS14034,Employer Contract,42024,2024-11-23
T15506,EMP10348,JS13913,Job Placement Fee,9858,2025-02-02
T15507,EMP10059,,Subscription,2610,2025-01-13
T15508,EMP10304,JS11963,Training Program Fee,1204,2024-07-17
T15509,EMP10359,JS18323,Subscription,1615,2024-06-06
T15510,EMP10186,,Employer Contract,15450,2025-02-11
T15511,EMP10270,,Subscription,2132,2025-02-25
T15512,EMP10495,JS18505,Employer Contract,45091,2024-11-14
T15513,EMP10148,,Subscription,2452,2025-01-18
T15514,EMP10072,,Subscription,1926,2025-02-26
T15515,EMP10300,JS10721,Training Program Fee,3126,2024-03-11
T15516,EMP10483,JS18403,Job Placement Fee,7271,2025-02-09
T15517,EMP10174,JS12662,Employer Contract,31866,2025-01-02
T15518,EMP10256,JS17863,Employer Contract,45805,2024-10-20
T15519,EMP10443,,Subscription,2671,2024-07-30
T15520,EMP10202,,Job Placement Fee,4506,2024-07-28
T15521,EMP10095,JS10655,Training Program Fee,2984,2024-12-03
T15522,EMP10145,,Job Placement Fee,3403,2025-02-03
T15523,EMP10369,JS18048,Job Placement Fee,7794,2024-12-23
T15524,EMP10467,JS14409,Job Placement Fee,3188,2024-12-01
T15525,EMP10497,JS11842,Subscription,2174,2024-10-09
T15526,EMP10278,JS15328,Training Program Fee,4795,2024-09-17
T15527,EMP10360,,Subscription,2142,2024-09-18
T15528,EMP10460,JS11884,Employer Contract,47649,2024-11-02
T15529,EMP10041,,Subscription,2140,2025-01-15
T15530,EMP10490,,Job Placement Fee,2726,2024-12-10
T15531,EMP10188,,Employer Contract,16584,2024-11-01
T15532,EMP10002,,Job Placement Fee,6375,2024-06-05
T15533,EMP10387,JS12442,Employer Contract,22102,2024-08-11
T15534,EMP10220,JS15158,Job Placement Fee,5975,2024-07-03
T15535,EMP10317,JS19231,Training Program Fee,1068,2024-11-26
T15536,EMP10315,JS17776,Employer Contract,47934,2025-01-09
T15537,EMP10185,JS11767,Employer Contract,35670,2024-05-20
T15538,EMP10078,,Subscription,2713,2024-09-16
T15539,EMP10177,,Job Placement Fee,9342,2024-05-31
T15540,EMP10407,,Subscription,1836,2024-09-05
T15541,EMP10432,,Employer Contract,12471,2024-10-24
T15542,EMP10027,JS10506,Training Program Fee,1869,2024-07-24
T15543,EMP10363,,Employer Contract,45316,2024-09-03
T15544,EMP10442,,Subscription,2834,2024-05-07
T15545,EMP10080,,Training Program Fee,4712,2024-06-05
T15546,EMP10165,,Subscription,1210,2024-09-29
T15547,EMP10073,JS17688,Employer Contract,34356,2024-12-16
T15548,EMP10027,,Subscription,2124,2024-11-09
T15549,EMP10027,JS18936,Subscription,2672,2024-04-18
T15550,EMP10387,,Job Placement Fee,6981,2024-08-21
T15551,EMP10408,JS11775,Subscription,2417,2024-11-30
T15552,EMP10299,,Job Placement Fee,5735,2025-01-09
T15553,EMP10244,,Subscription,2682,2025-02-25
T15554,EMP10311,JS11368,Subscription,1673,2024-04-07
T15555,EMP10311,,Training Program Fee,767,2024-04-29
T15556,EMP10436,,Subscription,1246,2024-10-23
T15557,EMP10328,JS18790,Employer Contract,30037,2024-05-07
T15558,EMP10132,JS11430,Subscription,2584,2024-04-13
T15559,EMP10488,JS11002,Training Program Fee,3699,2024-06-11
T15560,EMP10375,,Subscription,1456,2024-07-13
T15561,EMP10421,JS19776,Job Placement Fee,2875,2024-04-20
T15562,EMP10172,,Employer Contract,23326,2024-04-19
T15563,EMP10446,,Job Placement Fee,3890,2024-11-22
T15564,EMP10470,JS14583,Subscription,2801,2025-02-18
T15565,EMP10148,JS12141,Subscription,1557,2024-11-13
T15566,EMP10396,,Training Program Fee,3180,2024-04-08
T15567,EMP10075,JS11920,Employer Contract,24922,2024-06-11
T15568,EMP10304,,Employer Contract,11249,2024-11-20
T15569,EMP10060,JS19167,Job Placement Fee,5704,2024-05-30
T15570,EMP10158,JS18197,Job Placement Fee,2916,2024-03-30
T15571,EMP10316,JS17541,Subscription,1475,2024-04-21
T15572,EMP10233,,Subscription,1353,2024-03-22
T15573,EMP10461,,Training Program Fee,3098,2024-09-11
T15574,EMP10015,,Employer Contract,18979,2024-07-16
T15575,EMP10140,,Job Placement Fee,4504,2024-05-22
T15576,EMP10183,JS19554,Job Placement Fee,4086,2024-08-02
T15577,EMP10098,,Job Placement Fee,8382,2025-01-02
T15578,EMP10031,JS10507,Subscription,1384,2024-11-28
T15579,EMP10444,,Subscription,2877,2024-03-28
T15580,EMP10378,,Employer Contract,38923,2024-05-19
T15581,EMP10166,,Job Placement Fee,6195,2025-02-11
T15582,EMP10203,JS16199,Job Placement Fee,4067,2024-06-20
T15583,EMP10012,,Training Program Fee,3172,2024-08-15
T15584,EMP10141,,Job Placement Fee,8640,2024-10-20
T15585,EMP10422,,Job Placement Fee,2168,2024-06-27
T15586,EMP10174,,Training Program Fee,3420,2024-09-30
T15587,EMP10288,,Subscription,2715,2025-01-28
T15588,EMP10153,,Subscription,2993,2025-01-06
T15589,EMP10322,JS12655,Job Placement Fee,2060,2025-01-20
T15590,EMP10216,,Training Program Fee,3520,2024-06-30
T15591,EMP10241,JS19634,Subscription,2837,2024-12-12
T15592,EMP10287,,Training Program Fee,2624,2024-12-20
T15593,EMP10044,JS17285,Job Placement Fee,6261,2025-02-14
T15594,EMP10325,JS15797,Subscription,2739,2024-04-20
T15595,EMP10110,JS11696,Job Placement Fee,2476,2024-05-16
T15596,EMP10495,JS12375,Subscription,1702,2024-05-31
T15597,EMP10233,,Subscription,1477,2024-05-04
T15598,EMP10348,JS14870,Job Placement Fee,8526,2025-01-24
T15599,EMP10232,,Training Program Fee,574,2024-12-19
T15600,EMP10182,JS16227,Employer Contract,39013,2024-04-28
T15601,EMP10282,JS16430,Subscription,1294,2024-05-20
T15602,EMP10402,JS13353,Job Placement Fee,3110,2024-06-07
T15603,EMP10362,JS11773,Training Program Fee,1997,2025-02-06
T15604,EMP10205,JS17301,Training Program Fee,2352,2024-05-16
T15605,EMP10463,,Subscription,2094,2025-02-25
T15606,EMP10190,JS17195,Employer Contract,21835,2024-03-23
T15607,EMP10125,JS16088,Employer Contract,49977,2024-10-13
T15608,EMP10340,JS18409,Subscription,1949,2024-09-15
T15609,EMP10365,JS11923,Training Program Fee,2103,2025-01-10
T15610,EMP10329,,Employer Contract,29925,2024-06-15
T15611,EMP10112,,Employer Contract,46866,2024-09-30
T15612,EMP10058,,Training Program Fee,1782,2024-12-28
T15613,EMP10257,JS13335,Employer Contract,38670,2024-07-13
T15614,EMP10352,,Job Placement Fee,4232,2025-02-18
T15615,EMP10336,JS13503,Subscription,2597,2024-12-09
T15616,EMP10028,JS18242,Employer Contract,34250,2025-02-08
T15617,EMP10052,JS13633,Employer Contract,24497,2025-01-17
T15618,EMP10495,,Subscription,1779,2024-09-11
T15619,EMP10038,,Job Placement Fee,3592,2024-04-03
T15620,EMP10186,,Employer Contract,33471,2025-03-11
T15621,EMP10255,,Employer Contract,11632,2025-01-03
T15622,EMP10493,JS19734,Subscription,2691,2024-12-29
T15623,EMP10181,,Job Placement Fee,8375,2025-01-01
T15624,EMP10480,JS11863,Job Placement Fee,6395,2024-12-15
T15625,EMP10053,,Job Placement Fee,4965,2024-10-20
T15626,EMP10089,,Training Program Fee,857,2024-07-07
T15627,EMP10276,JS10192,Subscription,2179,2024-05-30
T15628,EMP10036,,Subscription,2826,2024-10-24
T15629,EMP10255,,Job Placement Fee,6591,2025-01-27
T15630,EMP10258,JS16675,Training Program Fee,2751,2025-01-28
T15631,EMP10243,,Training Program Fee,4145,2024-04-20
T15632,EMP10087,,Training Program Fee,998,2024-06-15
T15633,EMP10019,,Job Placement Fee,5432,2024-09-13
T15634,EMP10112,JS16145,Job Placement Fee,5515,2024-03-15
T15635,EMP10027,JS12402,Subscription,2598,2024-10-01
T15636,EMP10141,,Job Placement Fee,5875,2024-07-26
T15637,EMP10286,,Training Program Fee,4335,2024-10-15
T15638,EMP10229,,Job Placement Fee,8227,2025-02-14
T15639,EMP10184,,Job Placement Fee,7769,2024-08-28
T15640,EMP10343,,Training Program Fee,1884,2024-09-28
T15641,EMP10183,,Job Placement Fee,3247,2024-05-29
T15642,EMP10042,JS18943,Training Program Fee,890,2024-09-13
T15643,EMP10262,JS13181,Training Program Fee,2843,2024-11-05
T15644,EMP10224,JS16700,Employer Contract,19292,2024-05-15
T15645,EMP10131,JS10556,Job Placement Fee,8724,2024-04-28
T15646,EMP10250,JS12773,Employer Contract,16534,2024-06-06
T15647,EMP10146,,Subscription,1489,2024-04-23
T15648,EMP10284,JS13644,Training Program Fee,3775,2024-08-22
T15649,EMP10246,,Subscription,1873,2025-01-21
T15650,EMP10085,,Job Placement Fee,7587,2024-12-23
T15651,EMP10453,,Employer Contract,36718,2024-10-12
T15652,EMP10010,JS15066,Employer Contract,10641,2024-05-22
T15653,EMP10290,,Subscription,2697,2024-05-04
T15654,EMP10394,JS11783,Job Placement Fee,2302,2024-08-03
T15655,EMP10074,JS18115,Subscription,2888,2024-11-18
T15656,EMP10279,JS18144,Job Placement Fee,9898,2024-04-01
T15657,EMP10062,JS10813,Training Program Fee,3000,2024-09-27
T15658,EMP10411,,Training Program Fee,4675,2024-03-13
T15659,EMP10477,,Subscription,1680,2024-11-05
T15660,EMP10100,,Subscription,2864,2025-01-19
T15661,EMP10455,JS10814,Subscription,1336,2024-10-28
T15662,EMP10368,,Training Program Fee,4313,2024-05-31
T15663,EMP10391,,Subscription,2300,2024-08-31
T15664,EMP10112,JS19123,Training Program Fee,1377,2024-04-06
T15665,EMP10445,,Job Placement Fee,8465,2024-08-02
T15666,EMP10116,JS16215,Job Placement Fee,5679,2024-04-21
T15667,EMP10294,JS17995,Employer Contract,36483,2024-11-08
T15668,EMP10379,,Training Program Fee,1803,2024-06-09
T15669,EMP10086,JS14421,Employer Contract,34598,2024-04-08
T15670,EMP10467,,Training Program Fee,3798,2025-03-05
T15671,EMP10452,,Training Program Fee,3606,2024-09-01
T15672,EMP10213,,Subscription,1792,2025-02-01
T15673,EMP10451,,Training Program Fee,2107,2024-10-08
T15674,EMP10002,JS14720,Job Placement Fee,4572,2024-07-06
T15675,EMP10393,,Employer Contract,27705,2024-06-23
T15676,EMP10304,JS19631,Employer Contract,45023,2024-12-13
T15677,EMP10341,,Employer Contract,39642,2024-10-29
T15678,EMP10450,,Subscription,2018,2024-10-08
T15679,EMP10192,,Employer Contract,43446,2024-10-14
T15680,EMP10187,,Employer Contract,46758,2025-01-10
T15681,EMP10129,,Job Placement Fee,6866,2025-01-05
T15682,EMP10409,,Job Placement Fee,6507,2025-01-17
T15683,EMP10042,JS10855,Subscription,2524,2024-06-14
T15684,EMP10152,JS13298,Training Program Fee,3405,2024-10-06
T15685,EMP10336,JS12681,Subscription,2958,2024-03-12
T15686,EMP10485,,Job Placement Fee,6363,2024-05-26
T15687,EMP10182,,Employer Contract,30908,2024-08-30
T15688,EMP10047,JS19840,Employer Contract,39816,2024-11-13
T15689,EMP10071,,Training Program Fee,1321,2024-06-27
T15690,EMP10195,,Employer Contract,37488,2024-11-18
T15691,EMP10024,JS16296,Subscription,1162,2024-08-27
T15692,EMP10458,JS17549,Subscription,2130,2025-02-18
T15693,EMP10379,,Job Placement Fee,6883,2024-12-23
T15694,EMP10257,JS13601,Job Placement Fee,4495,2025-01-17
T15695,EMP10283,JS14339,Subscription,2903,2024-06-08
T15696,EMP10428,,Subscription,1082,2024-10-08
T15697,EMP10168,,Job Placement Fee,7662,2024-04-27
T15698,EMP10081,,Subscription,2898,2024-04-17
T15699,EMP10174,JS17414,Training Program Fee,705,2024-06-05
