application_id,jobseeker_id,job_role,industry,employer_id,application_date,status
A15583,JS14829,Store Manager,Retail,EMP10114,2024-04-09,Rejected
A15584,JS10136,Marketing Specialist,Marketing,EMP10313,2024-03-22,Accepted
A15585,JS18427,Software Engineer,IT,EMP10152,2025-01-15,Rejected
A15586,JS11235,Librarian,Education,EMP10412,2024-07-24,Rejected
A15587,JS14302,Academic Counselor,Education,EMP10145,2024-08-01,Accepted
A15588,JS18445,Accountant,Finance,EMP10139,2025-01-10,Rejected
A15589,JS17682,Supply Chain Analyst,Manufacturing,EMP10162,2024-03-14,Rejected
A15590,JS14301,Financial Analyst,Finance,EMP10310,2024-06-03,Accepted
A15591,JS17849,Investment Banker,Finance,EMP10385,2024-04-14,Rejected
A15592,JS15207,Marketing Specialist,Marketing,EMP10300,2024-07-30,Rejected
A15593,JS13721,Production Manager,Manufacturing,EMP10271,2024-12-18,Rejected
A15594,JS16521,Sales Associate,Retail,EMP10142,2024-09-29,Pending
A15595,JS16682,Medical Assistant,Healthcare,EMP10446,2024-09-26,Rejected
A15596,JS16992,Quality Engineer,Manufacturing,EMP10454,2024-09-03,Rejected
A15597,JS16257,Store Manager,Retail,EMP10090,2024-10-10,Rejected
A15598,JS18976,Sales Associate,Retail,EMP10179,2024-07-11,Accepted
A15599,JS14911,Sales Associate,Retail,EMP10022,2024-03-26,Pending
A15600,JS11310,Teacher,Education,EMP10286,2024-08-08,Rejected
A15601,JS13941,Brand Manager,Marketing,EMP10249,2024-08-19,Rejected
A15602,JS15378,Librarian,Education,EMP10005,2024-03-16,Rejected
A15603,JS14086,SEO Analyst,Marketing,EMP10231,2025-01-04,Accepted
A15604,JS19063,Medical Assistant,Healthcare,EMP10086,2024-08-25,Accepted
A15605,JS14688,SEO Analyst,Marketing,EMP10180,2024-08-30,Accepted
A15606,JS11612,SEO Analyst,Marketing,EMP10142,2025-01-19,Rejected
A15607,JS13001,Pharmacist,Healthcare,EMP10488,2024-07-27,Rejected
A15608,JS11452,Investment Banker,Finance,EMP10185,2024-11-17,Rejected
A15609,JS18826,Merchandiser,Retail,EMP10047,2024-04-24,Accepted
A15610,JS13398,Pharmacist,Healthcare,EMP10091,2024-06-22,Accepted
A15611,JS19428,Quality Engineer,Manufacturing,EMP10484,2024-04-25,Rejected
A15612,JS17685,Marketing Specialist,Marketing,EMP10260,2024-06-21,Accepted
A15613,JS16765,Supply Chain Analyst,Manufacturing,EMP10011,2024-09-29,Rejected
A15614,JS16444,Software Engineer,IT,EMP10082,2024-06-07,Accepted
A15615,JS13721,Production Manager,Manufacturing,EMP10102,2024-07-23,Rejected
A15616,JS15865,Accountant,Finance,EMP10492,2025-03-09,Rejected
A15617,JS15359,Medical Assistant,Healthcare,EMP10031,2024-04-07,Rejected
A15618,JS11496,Accountant,Finance,EMP10205,2024-07-17,Accepted
A15619,JS19432,Librarian,Education,EMP10128,2024-08-14,Rejected
A15620,JS19544,Supply Chain Analyst,Manufacturing,EMP10124,2024-03-19,Rejected
A15621,JS12889,Nurse,Healthcare,EMP10407,2024-10-17,Rejected
A15622,JS18947,Merchandiser,Retail,EMP10398,2024-07-25,Accepted
A15623,JS12778,Store Manager,Retail,EMP10105,2024-04-26,Accepted
A15624,JS10918,Sales Associate,Retail,EMP10008,2024-06-22,Rejected
A15625,JS17532,Investment Banker,Finance,EMP10462,2024-12-15,Pending
A15626,JS14001,Store Manager,Retail,EMP10040,2024-05-01,Pending
A15627,JS12176,Accountant,Finance,EMP10263,2025-03-07,Accepted
A15628,JS12406,Academic Counselor,Education,EMP10428,2024-09-04,Rejected
A15629,JS11425,Production Manager,Manufacturing,EMP10400,2024-09-11,Rejected
A15630,JS17086,Teacher,Education,EMP10487,2024-03-31,Rejected
A15631,JS14052,Quality Engineer,Manufacturing,EMP10183,2024-12-02,Accepted
A15632,JS12468,SEO Analyst,Marketing,EMP10321,2024-05-10,Rejected
A15633,JS17664,Quality Engineer,Manufacturing,EMP10034,2024-04-05,Rejected
A15634,JS11427,Accountant,Finance,EMP10394,2024-07-22,Accepted
A15635,JS14195,Quality Engineer,Manufacturing,EMP10486,2025-01-07,Accepted
A15636,JS15345,Teacher,Education,EMP10411,2024-06-08,Rejected
A15637,JS15900,Medical Assistant,Healthcare,EMP10012,2024-10-06,Rejected
A15638,JS16554,Brand Manager,Marketing,EMP10063,2024-08-08,Pending
A15639,JS10250,Medical Assistant,Healthcare,EMP10187,2024-04-24,Rejected
A15640,JS16871,Pharmacist,Healthcare,EMP10444,2024-04-20,Accepted
A15641,JS10018,Nurse,Healthcare,EMP10428,2024-07-19,Rejected
A15642,JS18251,Cybersecurity Specialist,IT,EMP10336,2024-04-27,Accepted
A15643,JS16160,Pharmacist,Healthcare,EMP10237,2024-04-25,Accepted
A15644,JS16267,Software Engineer,IT,EMP10455,2024-04-10,Accepted
A15645,JS13215,Data Analyst,IT,EMP10466,2025-02-26,Rejected
A15646,JS10874,Brand Manager,Marketing,EMP10050,2024-12-11,Rejected
A15647,JS10241,SEO Analyst,Marketing,EMP10293,2024-08-26,Rejected
A15648,JS17110,Cybersecurity Specialist,IT,EMP10155,2024-05-17,Pending
A15649,JS17385,Cybersecurity Specialist,IT,EMP10290,2025-02-09,Rejected
A15650,JS18400,Financial Analyst,Finance,EMP10245,2024-12-17,Accepted
A15651,JS12307,Academic Counselor,Education,EMP10148,2024-09-09,Accepted
A15652,JS12938,Marketing Specialist,Marketing,EMP10181,2025-02-02,Pending
A15653,JS14172,Data Analyst,IT,EMP10263,2024-04-17,Rejected
A15654,JS19576,Medical Assistant,Healthcare,EMP10329,2024-06-18,Rejected
A15655,JS11366,Store Manager,Retail,EMP10473,2024-05-30,Pending
A15656,JS19091,Pharmacist,Healthcare,EMP10250,2024-12-27,Rejected
A15657,JS18955,Production Manager,Manufacturing,EMP10060,2024-08-01,Rejected
A15658,JS17731,Pharmacist,Healthcare,EMP10238,2024-11-05,Rejected
A15659,JS19745,Brand Manager,Marketing,EMP10339,2024-05-24,Rejected
A15660,JS11539,Pharmacist,Healthcare,EMP10462,2024-06-21,Accepted
A15661,JS12898,Marketing Specialist,Marketing,EMP10135,2024-04-23,Pending
A15662,JS15344,Financial Analyst,Finance,EMP10484,2024-03-24,Accepted
A15663,JS15347,Quality Engineer,Manufacturing,EMP10105,2024-08-10,Rejected
A15664,JS12678,Academic Counselor,Education,EMP10047,2024-04-20,Accepted
A15665,JS11895,Store Manager,Retail,EMP10330,2024-11-17,Rejected
A15666,JS19823,Nurse,Healthcare,EMP10279,2025-02-06,Rejected
A15667,JS14051,Teacher,Education,EMP10279,2024-08-21,Accepted
A15668,JS15795,Quality Engineer,Manufacturing,EMP10500,2024-07-15,Rejected
A15669,JS11157,Cybersecurity Specialist,IT,EMP10417,2024-03-15,Accepted
A15670,JS16957,Investment Banker,Finance,EMP10348,2024-11-11,Rejected
A15671,JS17315,Librarian,Education,EMP10399,2024-06-17,Rejected
A15672,JS14176,Financial Analyst,Finance,EMP10247,2024-12-06,Accepted
A15673,JS13100,Nurse,Healthcare,EMP10122,2025-02-13,Accepted
A15674,JS14035,Teacher,Education,EMP10204,2024-09-20,Pending
A15675,JS15897,Supply Chain Analyst,Manufacturing,EMP10057,2024-05-22,Rejected
A15676,JS11405,Cybersecurity Specialist,IT,EMP10214,2024-07-12,Accepted
A15677,JS19766,Sales Associate,Retail,EMP10346,2024-07-24,Accepted
A15678,JS11960,Teacher,Education,EMP10027,2024-06-02,Accepted
A15679,JS11864,Quality Engineer,Manufacturing,EMP10348,2024-04-27,Accepted
A15680,JS10953,Investment Banker,Finance,EMP10140,2025-02-03,Rejected
A15681,JS18162,Store Manager,Retail,EMP10197,2024-12-07,Rejected
A15682,JS13259,Academic Counselor,Education,EMP10272,2024-03-24,Accepted
A15683,JS18974,Librarian,Education,EMP10028,2024-09-19,Pending
A15684,JS15371,Brand Manager,Marketing,EMP10295,2024-05-27,Accepted
A15685,JS13795,Financial Analyst,Finance,EMP10118,2024-09-20,Rejected
A15686,JS14989,Pharmacist,Healthcare,EMP10069,2025-02-22,Rejected
A15687,JS10348,Sales Associate,Retail,EMP10188,2024-04-08,Accepted
A15688,JS10707,Brand Manager,Marketing,EMP10452,2024-05-22,Rejected
A15689,JS17174,Nurse,Healthcare,EMP10064,2024-05-06,Rejected
A15690,JS13326,Supply Chain Analyst,Manufacturing,EMP10340,2024-03-13,Accepted
A15691,JS12456,Store Manager,Retail,EMP10253,2024-08-28,Accepted
A15692,JS12625,SEO Analyst,Marketing,EMP10130,2024-05-06,Rejected
A15693,JS11203,Software Engineer,IT,EMP10458,2024-07-14,Rejected
A15694,JS16614,Store Manager,Retail,EMP10129,2024-12-20,Accepted
A15695,JS14273,Financial Analyst,Finance,EMP10379,2024-03-23,Rejected
A15696,JS14651,Sales Associate,Retail,EMP10102,2024-10-08,Rejected
A15697,JS16298,Librarian,Education,EMP10190,2024-11-17,Accepted
A15698,JS12696,Sales Associate,Retail,EMP10129,2024-07-07,Rejected
A15699,JS17489,Store Manager,Retail,EMP10020,2024-07-13,Accepted
A15700,JS10449,Cybersecurity Specialist,IT,EMP10091,2025-01-21,Accepted
A15701,JS14845,Financial Analyst,Finance,EMP10017,2024-12-17,Rejected
A15702,JS17351,Production Manager,Manufacturing,EMP10400,2024-12-26,Rejected
A15703,JS11038,Store Manager,Retail,EMP10288,2024-05-18,Rejected
A15704,JS14299,Brand Manager,Marketing,EMP10126,2024-07-05,Rejected
A15705,JS11520,Nurse,Healthcare,EMP10326,2025-03-05,Accepted
A15706,JS15754,Investment Banker,Finance,EMP10391,2024-03-18,Accepted
A15707,JS14751,Teacher,Education,EMP10384,2024-10-10,Accepted
A15708,JS19615,SEO Analyst,Marketing,EMP10037,2024-09-28,Accepted
A15709,JS19147,Librarian,Education,EMP10302,2024-08-27,Rejected
A15710,JS12118,Marketing Specialist,Marketing,EMP10100,2024-12-15,Pending
A15711,JS19934,Production Manager,Manufacturing,EMP10194,2025-01-12,Accepted
A15712,JS14823,Medical Assistant,Healthcare,EMP10233,2024-03-24,Rejected
A15713,JS14060,Supply Chain Analyst,Manufacturing,EMP10322,2024-12-23,Rejected
A15714,JS18947,Merchandiser,Retail,EMP10122,2024-11-02,Rejected
A15715,JS10343,Cybersecurity Specialist,IT,EMP10243,2024-08-24,Accepted
A15716,JS16339,Academic Counselor,Education,EMP10059,2024-11-27,Rejected
A15717,JS11627,Production Manager,Manufacturing,EMP10427,2024-10-27,Accepted
A15718,JS18507,Academic Counselor,Education,EMP10442,2024-04-29,Accepted
A15719,JS13028,Merchandiser,Retail,EMP10447,2024-07-12,Rejected
A15720,JS10875,Cybersecurity Specialist,IT,EMP10110,2025-01-02,Accepted
A15721,JS12284,Librarian,Education,EMP10294,2024-06-08,Accepted
A15722,JS16405,Data Analyst,IT,EMP10044,2025-01-20,Accepted
A15723,JS12726,Quality Engineer,Manufacturing,EMP10299,2024-06-10,Accepted
A15724,JS17213,Medical Assistant,Healthcare,EMP10495,2024-08-16,Rejected
A15725,JS18897,Marketing Specialist,Marketing,EMP10299,2024-03-26,Rejected
A15726,JS16511,Cybersecurity Specialist,IT,EMP10043,2024-04-18,Rejected
A15727,JS18213,Financial Analyst,Finance,EMP10371,2024-11-27,Pending
A15728,JS10990,Medical Assistant,Healthcare,EMP10094,2024-03-16,Rejected
A15729,JS18980,Brand Manager,Marketing,EMP10229,2025-03-04,Accepted
A15730,JS13328,Cybersecurity Specialist,IT,EMP10440,2025-03-07,Rejected
A15731,JS13577,Merchandiser,Retail,EMP10218,2024-10-23,Accepted
A15732,JS15231,Investment Banker,Finance,EMP10075,2024-12-21,Rejected
A15733,JS15793,Academic Counselor,Education,EMP10467,2024-11-20,Pending
A15734,JS14634,Store Manager,Retail,EMP10474,2024-11-04,Rejected
A15735,JS17112,Brand Manager,Marketing,EMP10024,2024-10-20,Accepted
A15736,JS11629,Nurse,Healthcare,EMP10417,2024-06-11,Accepted
A15737,JS19879,Pharmacist,Healthcare,EMP10497,2025-01-08,Rejected
A15738,JS14442,SEO Analyst,Marketing,EMP10326,2024-04-08,Accepted
A15739,JS13937,Sales Associate,Retail,EMP10197,2025-01-28,Rejected
A15740,JS18457,Librarian,Education,EMP10144,2025-02-12,Accepted
A15741,JS12833,SEO Analyst,Marketing,EMP10120,2024-10-26,Accepted
A15742,JS18862,Financial Analyst,Finance,EMP10180,2024-04-18,Rejected
A15743,JS13963,Merchandiser,Retail,EMP10440,2025-01-05,Rejected
A15744,JS10545,Marketing Specialist,Marketing,EMP10374,2024-12-09,Rejected
A15745,JS17657,Pharmacist,Healthcare,EMP10171,2025-01-30,Rejected
A15746,JS12441,Quality Engineer,Manufacturing,EMP10165,2024-06-23,Accepted
A15747,JS13671,Brand Manager,Marketing,EMP10250,2025-01-05,Rejected
A15748,JS16706,Store Manager,Retail,EMP10452,2024-04-02,Rejected
A15749,JS18859,Investment Banker,Finance,EMP10168,2024-03-20,Accepted
A15750,JS13744,Cybersecurity Specialist,IT,EMP10127,2025-01-20,Rejected
A15751,JS16535,Data Analyst,IT,EMP10163,2024-10-28,Accepted
A15752,JS18726,Production Manager,Manufacturing,EMP10142,2024-11-03,Accepted
A15753,JS16949,Software Engineer,IT,EMP10328,2024-12-01,Rejected
A15754,JS12280,SEO Analyst,Marketing,EMP10346,2024-09-23,Accepted
A15755,JS14536,Merchandiser,Retail,EMP10128,2024-04-24,Pending
A15756,JS15486,Librarian,Education,EMP10117,2024-05-13,Accepted
A15757,JS11991,Investment Banker,Finance,EMP10261,2025-01-29,Rejected
A15758,JS18010,Software Engineer,IT,EMP10040,2024-12-15,Accepted
A15759,JS17298,Cybersecurity Specialist,IT,EMP10367,2025-02-08,Accepted
A15760,JS13291,Pharmacist,Healthcare,EMP10377,2024-11-08,Rejected
A15761,JS13136,Accountant,Finance,EMP10445,2024-09-02,Rejected
A15762,JS12831,SEO Analyst,Marketing,EMP10040,2025-03-11,Rejected
A15763,JS13531,Production Manager,Manufacturing,EMP10244,2024-12-10,Rejected
A15764,JS10632,Cybersecurity Specialist,IT,EMP10128,2024-04-22,Accepted
A15765,JS14883,Merchandiser,Retail,EMP10444,2025-01-12,Accepted
A15766,JS12832,Accountant,Finance,EMP10353,2024-10-25,Rejected
A15767,JS12848,Medical Assistant,Healthcare,EMP10288,2024-05-02,Pending
A15768,JS10316,Brand Manager,Marketing,EMP10312,2024-11-23,Rejected
A15769,JS18691,SEO Analyst,Marketing,EMP10373,2024-12-08,Rejected
A15770,JS18143,Teacher,Education,EMP10489,2025-02-02,Rejected
A15771,JS13101,Teacher,Education,EMP10269,2025-01-12,Rejected
A15772,JS12061,Medical Assistant,Healthcare,EMP10206,2024-11-15,Accepted
A15773,JS15450,Academic Counselor,Education,EMP10007,2024-05-21,Rejected
A15774,JS14046,Supply Chain Analyst,Manufacturing,EMP10286,2024-09-27,Rejected
A15775,JS18755,Accountant,Finance,EMP10388,2024-09-29,Accepted
A15776,JS17315,Librarian,Education,EMP10197,2024-08-31,Accepted
A15777,JS14000,Librarian,Education,EMP10395,2025-02-07,Rejected
A15778,JS10185,Software Engineer,IT,EMP10117,2025-02-22,Accepted
A15779,JS18197,Pharmacist,Healthcare,EMP10163,2024-07-07,Rejected
A15780,JS10655,Librarian,Education,EMP10193,2024-12-20,Rejected
A15781,JS17137,Financial Analyst,Finance,EMP10140,2024-04-09,Pending
A15782,JS17726,Sales Associate,Retail,EMP10415,2024-07-19,Accepted
A15783,JS10442,Sales Associate,Retail,EMP10071,2024-12-11,Rejected
A15784,JS13629,Merchandiser,Retail,EMP10089,2024-10-26,Rejected
A15785,JS12649,Pharmacist,Healthcare,EMP10134,2025-02-09,Accepted
A15786,JS14714,Supply Chain Analyst,Manufacturing,EMP10184,2025-02-25,Rejected
A15787,JS10270,Academic Counselor,Education,EMP10393,2024-06-18,Pending
A15788,JS15842,Nurse,Healthcare,EMP10390,2024-11-07,Pending
A15789,JS18552,Sales Associate,Retail,EMP10183,2024-05-08,Rejected
A15790,JS15524,Brand Manager,Marketing,EMP10122,2025-01-15,Pending
A15791,JS14378,Brand Manager,Marketing,EMP10244,2024-07-27,Pending
A15792,JS19137,Sales Associate,Retail,EMP10488,2024-06-21,Accepted
A15793,JS19140,Software Engineer,IT,EMP10133,2024-11-12,Rejected
A15794,JS15018,Teacher,Education,EMP10384,2024-05-24,Rejected
A15795,JS13977,Quality Engineer,Manufacturing,EMP10454,2024-07-04,Rejected
A15796,JS19149,Nurse,Healthcare,EMP10374,2024-12-10,Rejected
A15797,JS13454,Medical Assistant,Healthcare,EMP10415,2024-07-17,Pending
A15798,JS17031,Production Manager,Manufacturing,EMP10085,2025-01-23,Rejected
A15799,JS16993,Pharmacist,Healthcare,EMP10453,2024-03-28,Rejected
A15800,JS11014,Production Manager,Manufacturing,EMP10396,2024-05-07,Rejected
A15801,JS14292,Pharmacist,Healthcare,EMP10316,2024-08-15,Accepted
A15802,JS18069,Financial Analyst,Finance,EMP10414,2024-08-23,Rejected
A15803,JS13579,Marketing Specialist,Marketing,EMP10441,2024-06-20,Rejected
A15804,JS10998,Cybersecurity Specialist,IT,EMP10083,2024-11-16,Rejected
A15805,JS17842,Marketing Specialist,Marketing,EMP10208,2024-05-17,Pending
A15806,JS19575,Librarian,Education,EMP10475,2024-09-13,Rejected
A15807,JS18568,Pharmacist,Healthcare,EMP10471,2024-06-13,Rejected
A15808,JS16119,Cybersecurity Specialist,IT,EMP10431,2024-10-03,Rejected
A15809,JS15860,Merchandiser,Retail,EMP10376,2025-03-09,Accepted
A15810,JS11777,Store Manager,Retail,EMP10136,2024-12-11,Rejected
A15811,JS11665,Academic Counselor,Education,EMP10207,2024-08-26,Rejected
A15812,JS17998,SEO Analyst,Marketing,EMP10223,2024-11-08,Pending
A15813,JS13438,Brand Manager,Marketing,EMP10023,2024-10-28,Accepted
A15814,JS14305,Data Analyst,IT,EMP10330,2025-02-05,Rejected
A15815,JS15663,Quality Engineer,Manufacturing,EMP10440,2024-08-10,Rejected
A15816,JS11921,Nurse,Healthcare,EMP10292,2025-01-31,Pending
A15817,JS19327,Accountant,Finance,EMP10072,2024-08-27,Rejected
A15818,JS13480,Nurse,Healthcare,EMP10016,2025-02-21,Pending
A15819,JS19816,Investment Banker,Finance,EMP10144,2024-06-27,Accepted
A15820,JS18953,Teacher,Education,EMP10151,2024-10-10,Rejected
A15821,JS10675,Production Manager,Manufacturing,EMP10364,2024-04-04,Pending
A15822,JS14507,Nurse,Healthcare,EMP10453,2025-02-15,Accepted
A15823,JS11041,Medical Assistant,Healthcare,EMP10375,2024-04-12,Rejected
A15824,JS19375,Brand Manager,Marketing,EMP10101,2024-03-25,Accepted
A15825,JS14023,Data Analyst,IT,EMP10307,2024-07-18,Rejected
A15826,JS10521,Store Manager,Retail,EMP10009,2024-04-07,Rejected
A15827,JS18994,Financial Analyst,Finance,EMP10464,2025-01-02,Rejected
A15828,JS11725,Librarian,Education,EMP10351,2024-05-16,Rejected
A15829,JS17685,Marketing Specialist,Marketing,EMP10232,2024-10-16,Rejected
A15830,JS15727,Nurse,Healthcare,EMP10024,2024-11-14,Rejected
A15831,JS17659,Store Manager,Retail,EMP10139,2024-12-19,Pending
A15832,JS12641,Merchandiser,Retail,EMP10469,2024-05-02,Rejected
A15833,JS19710,Teacher,Education,EMP10139,2024-12-07,Accepted
A15834,JS19239,Brand Manager,Marketing,EMP10067,2025-02-14,Accepted
A15835,JS17768,Cybersecurity Specialist,IT,EMP10163,2024-09-08,Rejected
A15836,JS10709,Pharmacist,Healthcare,EMP10107,2024-05-07,Rejected
A15837,JS10690,Supply Chain Analyst,Manufacturing,EMP10064,2025-01-23,Accepted
A15838,JS18801,Financial Analyst,Finance,EMP10419,2024-06-24,Rejected
A15839,JS14383,Cybersecurity Specialist,IT,EMP10411,2024-05-23,Rejected
A15840,JS12428,Accountant,Finance,EMP10262,2024-03-18,Rejected
A15841,JS14713,Supply Chain Analyst,Manufacturing,EMP10384,2024-12-21,Pending
A15842,JS15247,Marketing Specialist,Marketing,EMP10431,2024-08-23,Rejected
A15843,JS17561,Medical Assistant,Healthcare,EMP10127,2024-09-18,Rejected
A15844,JS16763,Brand Manager,Marketing,EMP10105,2024-09-09,Rejected
A15845,JS18087,Quality Engineer,Manufacturing,EMP10114,2024-09-20,Accepted
A15846,JS10713,Merchandiser,Retail,EMP10402,2024-11-05,Rejected
A15847,JS15517,Data Analyst,IT,EMP10151,2024-09-27,Accepted
A15848,JS14200,Store Manager,Retail,EMP10105,2024-06-09,Rejected
A15849,JS15632,Investment Banker,Finance,EMP10370,2024-11-23,Rejected
A15850,JS15910,Academic Counselor,Education,EMP10146,2024-08-07,Rejected
A15851,JS18066,Brand Manager,Marketing,EMP10009,2024-09-03,Rejected
A15852,JS15950,Sales Associate,Retail,EMP10328,2024-09-05,Rejected
A15853,JS15754,Investment Banker,Finance,EMP10453,2024-09-24,Rejected
A15854,JS15625,SEO Analyst,Marketing,EMP10307,2024-04-05,Rejected
A15855,JS11064,Investment Banker,Finance,EMP10061,2024-03-15,Accepted
A15856,JS14997,Cybersecurity Specialist,IT,EMP10322,2024-09-18,Pending
A15857,JS19794,Nurse,Healthcare,EMP10187,2024-03-12,Accepted
A15858,JS16453,Sales Associate,Retail,EMP10002,2024-09-25,Accepted
A15859,JS10605,Librarian,Education,EMP10461,2024-12-04,Accepted
A15860,JS16068,Nurse,Healthcare,EMP10286,2025-02-19,Accepted
A15861,JS16921,Sales Associate,Retail,EMP10138,2024-05-02,Rejected
A15862,JS10313,Investment Banker,Finance,EMP10452,2024-06-16,Accepted
A15863,JS19001,Teacher,Education,EMP10237,2024-03-31,Rejected
A15864,JS15243,Data Analyst,IT,EMP10355,2024-09-22,Rejected
A15865,JS14697,Merchandiser,Retail,EMP10345,2024-11-02,Rejected
A15866,JS16145,Medical Assistant,Healthcare,EMP10344,2025-01-12,Rejected
A15867,JS18678,Investment Banker,Finance,EMP10427,2024-06-05,Rejected
A15868,JS14705,Merchandiser,Retail,EMP10322,2024-11-11,Rejected
A15869,JS18838,Data Analyst,IT,EMP10488,2024-07-28,Accepted
A15870,JS13980,Cybersecurity Specialist,IT,EMP10153,2024-04-12,Rejected
A15871,JS18853,Investment Banker,Finance,EMP10044,2024-12-14,Rejected
A15872,JS15138,Data Analyst,IT,EMP10065,2024-12-05,Rejected
A15873,JS10886,Cybersecurity Specialist,IT,EMP10238,2025-02-08,Rejected
A15874,JS14999,Cybersecurity Specialist,IT,EMP10469,2025-02-18,Accepted
A15875,JS11577,Librarian,Education,EMP10127,2024-06-04,Accepted
A15876,JS15352,Investment Banker,Finance,EMP10211,2024-05-24,Accepted
A15877,JS10705,Quality Engineer,Manufacturing,EMP10274,2024-12-24,Accepted
A15878,JS15810,Merchandiser,Retail,EMP10321,2024-12-31,Accepted
A15879,JS19823,Nurse,Healthcare,EMP10141,2024-04-17,Rejected
A15880,JS14243,Store Manager,Retail,EMP10020,2024-07-27,Rejected
A15881,JS12339,Financial Analyst,Finance,EMP10249,2024-09-03,Rejected
A15882,JS16895,Merchandiser,Retail,EMP10484,2024-10-20,Rejected
A15883,JS14785,Librarian,Education,EMP10315,2024-05-19,Accepted
A15884,JS13077,Nurse,Healthcare,EMP10032,2024-04-01,Pending
A15885,JS10791,Marketing Specialist,Marketing,EMP10167,2024-10-15,Accepted
A15886,JS19008,Nurse,Healthcare,EMP10429,2024-05-20,Accepted
A15887,JS11903,Brand Manager,Marketing,EMP10206,2024-11-26,Accepted
A15888,JS19950,Supply Chain Analyst,Manufacturing,EMP10128,2024-06-15,Accepted
A15889,JS13019,Pharmacist,Healthcare,EMP10257,2025-01-12,Rejected
A15890,JS18185,SEO Analyst,Marketing,EMP10237,2024-08-25,Accepted
A15891,JS16632,Academic Counselor,Education,EMP10378,2024-08-07,Accepted
A15892,JS10106,Quality Engineer,Manufacturing,EMP10035,2024-04-12,Rejected
A15893,JS12235,Store Manager,Retail,EMP10356,2025-01-26,Rejected
A15894,JS11521,Software Engineer,IT,EMP10078,2024-12-11,Rejected
A15895,JS16751,Brand Manager,Marketing,EMP10053,2024-08-08,Accepted
A15896,JS15478,Marketing Specialist,Marketing,EMP10241,2024-11-15,Rejected
A15897,JS19827,Supply Chain Analyst,Manufacturing,EMP10365,2024-05-13,Rejected
A15898,JS14582,Store Manager,Retail,EMP10005,2024-03-17,Rejected
A15899,JS10469,Investment Banker,Finance,EMP10206,2024-04-11,Accepted
A15900,JS13693,Production Manager,Manufacturing,EMP10188,2024-08-31,Rejected
A15901,JS18982,Software Engineer,IT,EMP10188,2025-01-25,Accepted
A15902,JS13761,Store Manager,Retail,EMP10398,2025-03-02,Rejected
A15903,JS14955,Quality Engineer,Manufacturing,EMP10146,2024-05-08,Rejected
A15904,JS19367,SEO Analyst,Marketing,EMP10361,2024-10-25,Rejected
A15905,JS11932,Medical Assistant,Healthcare,EMP10095,2025-01-20,Rejected
A15906,JS11417,Pharmacist,Healthcare,EMP10471,2024-07-15,Pending
A15907,JS12423,Merchandiser,Retail,EMP10191,2024-12-20,Rejected
A15908,JS18815,Software Engineer,IT,EMP10344,2024-04-25,Rejected
A15909,JS17630,Data Analyst,IT,EMP10407,2024-11-29,Accepted
A15910,JS12289,Data Analyst,IT,EMP10234,2024-05-04,Accepted
A15911,JS15709,Quality Engineer,Manufacturing,EMP10420,2024-08-06,Accepted
A15912,JS18602,Data Analyst,IT,EMP10200,2024-11-16,Rejected
A15913,JS19675,Supply Chain Analyst,Manufacturing,EMP10488,2025-02-01,Rejected
A15914,JS18034,Sales Associate,Retail,EMP10495,2025-02-13,Accepted
A15915,JS14282,Software Engineer,IT,EMP10059,2024-08-13,Pending
A15916,JS17623,SEO Analyst,Marketing,EMP10300,2024-04-02,Rejected
A15917,JS15175,Data Analyst,IT,EMP10128,2025-02-16,Accepted
A15918,JS11546,Academic Counselor,Education,EMP10067,2024-11-30,Accepted
A15919,JS12246,Medical Assistant,Healthcare,EMP10074,2024-10-15,Accepted
A15920,JS11875,Academic Counselor,Education,EMP10458,2025-03-01,Rejected
A15921,JS15723,Cybersecurity Specialist,IT,EMP10473,2025-02-09,Pending
A15922,JS13965,Cybersecurity Specialist,IT,EMP10191,2024-08-20,Rejected
A15923,JS14983,Academic Counselor,Education,EMP10210,2024-10-24,Rejected
A15924,JS18892,Quality Engineer,Manufacturing,EMP10054,2024-08-22,Pending
A15925,JS10953,Investment Banker,Finance,EMP10299,2025-01-06,Accepted
A15926,JS12055,Software Engineer,IT,EMP10013,2024-04-22,Accepted
A15927,JS11480,Academic Counselor,Education,EMP10331,2024-04-13,Rejected
A15928,JS18206,Librarian,Education,EMP10488,2025-02-04,Accepted
A15929,JS19119,Nurse,Healthcare,EMP10462,2024-03-18,Rejected
A15930,JS14099,Sales Associate,Retail,EMP10260,2024-10-12,Rejected
A15931,JS17074,Nurse,Healthcare,EMP10469,2024-06-24,Rejected
A15932,JS15284,Sales Associate,Retail,EMP10193,2024-03-11,Rejected
A15933,JS18058,Academic Counselor,Education,EMP10061,2024-11-27,Accepted
A15934,JS16369,Brand Manager,Marketing,EMP10057,2024-06-11,Accepted
A15935,JS11482,Medical Assistant,Healthcare,EMP10034,2024-11-08,Pending
A15936,JS16053,Nurse,Healthcare,EMP10246,2024-03-21,Pending
A15937,JS16231,Data Analyst,IT,EMP10111,2024-12-24,Accepted
A15938,JS15509,Quality Engineer,Manufacturing,EMP10414,2024-10-17,Rejected
A15939,JS13428,Librarian,Education,EMP10097,2024-05-20,Rejected
A15940,JS17035,Merchandiser,Retail,EMP10047,2024-11-21,Pending
A15941,JS18240,Brand Manager,Marketing,EMP10307,2024-11-20,Accepted
A15942,JS17293,Supply Chain Analyst,Manufacturing,EMP10121,2024-11-26,Rejected
