commission_id,transaction_id,employer_id,jobseeker_id,commission_percentage,commission_amount,commission_date
C16069,T14837,EMP10227,JS14886,12,312.96,2024-09-03
C16070,T17462,EMP10153,JS11028,8,235.28,2025-03-10
C16071,T19524,EMP10103,JS17029,5,56.75,2024-10-14
C16072,T10413,EMP10173,JS19957,6,180.78,2024-12-19
C16073,T12822,EMP10280,JS12812,7,1279.74,2024-09-09
C16074,T18576,EMP10183,JS19090,6,71.76,2024-08-27
C16075,T12646,EMP10314,JS15511,14,398.16,2024-11-14
C16076,T19440,EMP10359,JS18572,5,356.65,2025-01-07
C16077,T13849,EMP10045,JS17714,10,230,2024-05-12
C16078,T17495,EMP10140,JS16309,6,150.3,2024-11-10
C16079,T16153,EMP10494,JS10510,8,2399.84,2024-08-05
C16080,T11809,EMP10163,JS12306,15,281.4,2024-03-13
C16081,T12926,EMP10171,JS15262,8,108.8,2025-02-15
C16082,T16723,EMP10139,JS13804,13,1196.26,2024-05-20
C16083,T11722,EMP10262,JS13470,14,6815.9,2025-02-15
C16084,T18813,EMP10419,JS14806,9,266.49,2024-06-02
C16085,T19294,EMP10198,JS10386,9,1221.84,2024-07-17
C16086,T19578,EMP10296,JS14254,14,6078.66,2024-08-24
C16087,T11904,EMP10190,JS13758,13,5153.85,2024-06-29
C16088,T12835,EMP10458,JS13198,9,2252.43,2024-03-19
C16089,T18696,EMP10299,JS19328,13,576.42,2024-11-28
C16090,T13389,EMP10057,JS12759,7,175.49,2024-10-23
C16091,T17349,EMP10379,JS12589,6,611.04,2024-06-09
C16092,T12763,EMP10374,JS19963,10,474.4,2024-03-16
C16093,T18943,EMP10463,JS16642,11,1091.97,2024-11-07
C16094,T11974,EMP10225,JS14701,5,328.1,2024-11-03
C16095,T10357,EMP10032,JS16218,12,212.4,2024-12-31
C16096,T19977,EMP10156,JS16931,6,156.78,2024-11-05
C16097,T15206,EMP10433,JS18146,13,531.44,2024-10-04
C16098,T18630,EMP10293,JS13967,7,99.26,2024-08-26
C16099,T14705,EMP10356,JS13229,14,269.64,2024-09-24
C16100,T19673,EMP10253,JS19202,5,114.05,2024-11-01
C16101,T18803,EMP10476,JS18575,15,388.2,2024-04-10
C16102,T15145,EMP10353,JS11152,9,373.59,2024-10-29
C16103,T17217,EMP10029,JS12324,12,1029.12,2024-12-17
C16104,T16640,EMP10437,JS14088,5,384.35,2024-08-02
C16105,T12601,EMP10049,JS14094,14,189.42,2024-03-15
C16106,T18857,EMP10135,JS15342,13,548.99,2024-09-14
C16107,T13989,EMP10117,JS17935,12,921.36,2024-12-06
C16108,T19848,EMP10037,JS11078,11,302.5,2024-10-14
C16109,T15327,EMP10359,JS18666,9,115.83,2024-08-27
C16110,T17409,EMP10310,JS19959,14,299.74,2024-09-19
C16111,T14953,EMP10342,JS18121,7,160.51,2025-03-10
C16112,T16796,EMP10437,JS10042,7,555.1,2024-10-17
C16113,T14175,EMP10132,JS16210,13,408.59,2024-08-10
C16114,T10544,EMP10078,JS18382,5,112.25,2024-10-18
C16115,T11731,EMP10057,JS16451,13,5133.96,2024-10-18
C16116,T17771,EMP10369,JS19279,15,5038.65,2024-11-01
C16117,T16218,EMP10161,JS17590,9,418.95,2024-10-16
C16118,T15583,EMP10012,JS15354,7,222.04,2024-06-03
C16119,T19290,EMP10001,JS13839,10,261.5,2024-11-25
C16120,T17763,EMP10140,JS17215,15,589.95,2024-09-30
C16121,T12015,EMP10350,JS12007,10,211.4,2024-04-22
C16122,T12627,EMP10411,JS17225,7,190.54,2024-10-18
C16123,T13496,EMP10456,JS17625,12,1851.12,2024-11-16
C16124,T12349,EMP10101,JS18170,9,2306.52,2024-04-27
C16125,T12856,EMP10074,JS19851,14,687.4,2025-02-18
C16126,T15062,EMP10039,JS10927,7,1847.79,2025-02-21
C16127,T10892,EMP10286,JS14601,5,166.85,2024-11-09
C16128,T18386,EMP10350,JS18150,15,348.75,2024-10-17
C16129,T15523,EMP10369,JS18048,8,623.52,2024-07-01
C16130,T17366,EMP10114,JS16504,6,667.32,2024-10-15
C16131,T13912,EMP10363,JS18529,10,382.5,2025-01-22
C16132,T19094,EMP10234,JS10180,12,1142.76,2025-02-27
C16133,T18397,EMP10458,JS12863,10,627.7,2024-11-30
C16134,T14222,EMP10096,JS10458,7,541.38,2024-09-05
C16135,T13203,EMP10045,JS13603,9,4229.28,2024-06-24
C16136,T12338,EMP10090,JS11350,12,273.24,2024-08-08
C16137,T17036,EMP10126,JS12979,15,1763.55,2024-04-25
C16138,T18236,EMP10335,JS12114,11,241.56,2024-05-17
C16139,T15840,EMP10376,JS19272,5,216.15,2024-06-10
C16140,T19613,EMP10010,JS15672,8,748.96,2024-11-22
C16141,T17029,EMP10341,JS15198,5,135.65,2024-04-12
C16142,T11297,EMP10118,JS16094,8,101.6,2024-10-29
C16143,T11859,EMP10075,JS18180,12,2926.92,2024-12-06
C16144,T19900,EMP10500,JS15004,5,115.3,2024-11-23
C16145,T11994,EMP10364,JS14285,6,664.56,2024-03-14
C16146,T14843,EMP10364,JS19207,13,257.27,2024-03-25
C16147,T13166,EMP10286,JS19080,15,295.65,2024-05-05
C16148,T11353,EMP10355,JS16748,5,95.4,2024-07-01
C16149,T15333,EMP10381,JS16204,11,474.98,2024-04-15
C16150,T12388,EMP10166,JS12797,8,167.6,2024-07-29
C16151,T11527,EMP10494,JS12796,6,716.88,2024-07-19
C16152,T10740,EMP10016,JS15644,12,1765.56,2024-04-23
C16153,T14456,EMP10481,JS15843,15,349.5,2024-09-19
C16154,T12845,EMP10425,JS14115,15,177.6,2025-02-03
C16155,T12002,EMP10411,JS11695,10,263.8,2025-02-28
C16156,T17506,EMP10063,JS16394,11,129.03,2024-07-15
C16157,T15816,EMP10043,JS10662,8,202.88,2024-09-28
C16158,T10543,EMP10172,JS17615,12,853.92,2024-12-31
C16159,T16269,EMP10484,JS18553,12,3306.6,2024-08-11
C16160,T19098,EMP10356,JS17716,13,104.26,2025-02-25
C16161,T15629,EMP10255,JS15323,14,922.74,2024-06-03
C16162,T13346,EMP10332,JS10728,8,60.4,2025-02-23
C16163,T12888,EMP10456,JS19316,14,202.3,2025-03-04
C16164,T12188,EMP10497,JS16395,7,159.53,2025-03-03
C16165,T18058,EMP10103,JS15767,14,324.8,2024-09-02
C16166,T13837,EMP10094,JS16530,10,3887,2024-05-31
C16167,T15853,EMP10115,JS17603,6,1861.38,2024-07-18
C16168,T14008,EMP10014,JS17450,15,649.8,2024-05-29
C16169,T19761,EMP10271,JS17201,15,435.6,2024-05-28
C16170,T16540,EMP10480,JS17797,10,361.3,2024-05-14
C16171,T10250,EMP10315,JS12149,15,1722,2025-02-15
C16172,T12864,EMP10387,JS12941,9,343.89,2024-09-10
C16173,T11225,EMP10499,JS10658,13,3121.69,2024-03-24
C16174,T15367,EMP10073,JS18873,6,113.82,2024-04-30
C16175,T19616,EMP10390,JS17778,7,1334.62,2024-09-23
C16176,T18788,EMP10232,JS10125,13,3987.36,2025-01-06
C16177,T10112,EMP10463,JS12830,11,107.14,2025-01-21
C16178,T10680,EMP10249,JS10020,10,164.1,2024-10-27
C16179,T13342,EMP10017,JS12989,11,357.61,2024-10-31
C16180,T15342,EMP10265,JS15182,12,1312.44,2024-08-14
C16181,T15075,EMP10264,JS19477,15,294.3,2024-08-16
C16182,T15884,EMP10126,JS19829,6,148.32,2024-08-26
C16183,T16644,EMP10093,JS19825,9,3556.98,2024-09-21
C16184,T15128,EMP10248,JS15644,9,187.47,2024-08-26
C16185,T11908,EMP10496,JS17029,7,130.76,2025-01-19
C16186,T13803,EMP10144,JS13346,9,152.73,2025-02-18
C16187,T14083,EMP10097,JS12049,6,481.5,2025-03-09
C16188,T18018,EMP10354,JS11868,12,374.76,2024-10-04
C16189,T14559,EMP10375,JS12517,14,162.54,2024-08-01
C16190,T16319,EMP10286,JS15413,15,5357.25,2025-01-20
C16191,T16055,EMP10176,JS15624,11,499.95,2024-10-06
C16192,T18514,EMP10110,JS17963,9,224.28,2025-01-28
C16193,T19065,EMP10263,JS12636,15,699.45,2024-12-25
C16194,T16360,EMP10001,JS19005,5,218.9,2024-06-23
C16195,T13495,EMP10105,JS16809,9,107.64,2024-06-01
C16196,T15781,EMP10370,JS16623,5,56.3,2024-04-07
C16197,T18608,EMP10455,JS14101,15,163.2,2024-04-14
C16198,T15443,EMP10498,JS18000,8,164.96,2024-08-07
C16199,T13727,EMP10372,JS19745,11,275.77,2024-05-12
C16200,T17310,EMP10329,JS17280,11,2843.39,2025-02-28
C16201,T19962,EMP10224,JS19313,11,132.66,2024-04-06
C16202,T13143,EMP10278,JS17738,8,905.84,2024-04-03
C16203,T19599,EMP10119,JS11501,9,2907.36,2024-12-12
C16204,T19738,EMP10097,JS15283,7,1513.4,2024-11-26
C16205,T10096,EMP10166,JS17756,12,838.08,2024-12-05
C16206,T12411,EMP10290,JS16960,5,1299.05,2024-08-15
C16207,T11734,EMP10357,JS15602,12,348.96,2024-07-26
C16208,T12460,EMP10475,JS13809,8,229.76,2025-02-09
C16209,T19509,EMP10321,JS14193,13,465.01,2025-02-03
C16210,T10304,EMP10363,JS12012,8,133.92,2024-12-29
C16211,T14519,EMP10282,JS10510,6,2207.1,2024-04-12
C16212,T11225,EMP10499,JS10658,10,2401.3,2024-07-07
C16213,T11772,EMP10066,JS16501,7,355.74,2024-12-08
C16214,T11014,EMP10404,JS11256,11,2252.36,2024-11-05
C16215,T14982,EMP10477,JS10821,11,5156.36,2024-06-17
C16216,T11528,EMP10041,JS13208,9,502.65,2025-02-01
C16217,T14994,EMP10304,JS15925,15,2997.6,2024-09-06
C16218,T17440,EMP10049,JS12839,12,3657.72,2024-05-30
C16219,T11647,EMP10181,JS16054,5,167.15,2025-01-10
C16220,T16664,EMP10222,JS14600,5,129.6,2024-11-04
C16221,T17377,EMP10178,JS14525,6,280.68,2025-03-09
C16222,T15568,EMP10304,JS15079,10,1124.9,2024-08-14
C16223,T14681,EMP10249,JS17713,14,1463.56,2024-12-21
C16224,T15757,EMP10265,JS12505,10,61.8,2024-07-30
C16225,T11239,EMP10487,JS10488,6,440.76,2024-12-01
C16226,T17315,EMP10072,JS11737,15,326.25,2025-01-11
C16227,T10292,EMP10141,JS10849,6,2007.06,2024-07-01
C16228,T12483,EMP10046,JS13006,10,250.5,2024-12-26
C16229,T12369,EMP10311,JS16281,9,252.72,2024-05-28
C16230,T11398,EMP10095,JS16589,8,401.2,2024-04-10
C16231,T16806,EMP10285,JS10927,6,71.82,2024-03-18
C16232,T14173,EMP10491,JS17125,15,539.25,2024-07-21
C16233,T16000,EMP10363,JS12502,11,688.05,2024-07-26
C16234,T12820,EMP10307,JS17521,11,282.26,2024-08-28
C16235,T14355,EMP10116,JS17027,5,99.55,2024-09-19
C16236,T10705,EMP10075,JS19331,11,199.1,2024-04-05
C16237,T13438,EMP10018,JS11529,9,1147.68,2024-11-23
C16238,T10027,EMP10411,JS15221,5,366.8,2024-03-28
C16239,T19593,EMP10187,JS15982,12,317.64,2025-03-08
C16240,T16552,EMP10158,JS18122,6,2629.86,2024-05-29
C16241,T10389,EMP10299,JS16852,10,396.4,2024-11-30
C16242,T13087,EMP10315,JS15699,5,1184.05,2024-04-01
C16243,T17177,EMP10332,JS13151,14,311.36,2024-11-22
C16244,T17002,EMP10052,JS16545,5,220.05,2025-01-05
C16245,T13917,EMP10278,JS16189,12,246.48,2024-05-05
C16246,T13818,EMP10112,JS11773,5,721,2024-09-06
C16247,T13250,EMP10387,JS14028,8,389.04,2024-07-17
C16248,T16880,EMP10291,JS14755,7,86.24,2024-10-19
C16249,T14230,EMP10476,JS19539,10,711.3,2024-08-18
C16250,T19377,EMP10373,JS12734,8,227.28,2024-03-27
C16251,T19082,EMP10044,JS13759,10,104,2024-10-13
C16252,T18672,EMP10133,JS18097,5,2329.1,2025-03-03
C16253,T16723,EMP10139,JS10672,9,828.18,2024-11-10
C16254,T19611,EMP10495,JS13847,10,742.6,2024-10-08
C16255,T12797,EMP10278,JS10995,8,342.48,2024-10-21
C16256,T14782,EMP10331,JS16810,9,295.65,2025-01-01
C16257,T17187,EMP10094,JS15678,12,3736.8,2024-07-17
C16258,T19065,EMP10263,JS12636,9,419.67,2024-10-09
C16259,T10948,EMP10282,JS13445,6,120.96,2024-08-06
C16260,T17692,EMP10344,JS16015,10,548.4,2024-11-02
C16261,T12854,EMP10384,JS13219,11,386.1,2024-09-02
C16262,T19572,EMP10283,JS12126,6,261.66,2024-11-02
C16263,T19118,EMP10259,JS19080,14,524.86,2024-05-23
C16264,T18877,EMP10126,JS14734,5,1237.2,2024-07-17
C16265,T15564,EMP10470,JS14583,5,140.05,2025-02-10
C16266,T14229,EMP10355,JS10404,8,1077.92,2024-09-29
C16267,T15022,EMP10165,JS12604,10,2861.5,2024-07-05
C16268,T10182,EMP10362,JS13350,12,140.28,2024-05-29
C16269,T16025,EMP10198,JS14328,10,326.4,2024-06-18
C16270,T19400,EMP10222,JS15949,5,1793.05,2025-02-24
C16271,T12681,EMP10062,JS10138,9,466.92,2024-05-12
C16272,T15054,EMP10463,JS13394,13,2367.04,2024-05-23
C16273,T14447,EMP10321,JS14008,8,380.8,2024-04-18
C16274,T14635,EMP10093,JS17718,10,123.6,2024-06-20
C16275,T17437,EMP10067,JS18011,6,556.38,2024-10-17
C16276,T16519,EMP10052,JS18383,10,730.2,2024-06-26
C16277,T10434,EMP10186,JS14856,14,87.22,2025-01-03
C16278,T13962,EMP10213,JS19681,14,1350.72,2024-07-18
C16279,T14209,EMP10357,JS11015,14,311.78,2024-05-14
C16280,T16462,EMP10476,JS17908,14,360.78,2024-12-24
C16281,T13365,EMP10260,JS15013,9,160.38,2024-04-19
C16282,T15640,EMP10343,JS17372,8,150.72,2024-05-15
C16283,T15806,EMP10389,JS16262,13,253.76,2024-07-23
C16284,T18447,EMP10247,JS14964,13,5698.55,2024-12-10
C16285,T17324,EMP10113,JS15823,5,434.9,2025-02-11
C16286,T17903,EMP10090,JS13741,13,871.13,2025-03-08
C16287,T17088,EMP10419,JS17949,9,170.55,2024-10-09
C16288,T12459,EMP10295,JS12089,10,252.2,2024-08-26
C16289,T14926,EMP10179,JS10912,10,4525.6,2024-03-28
C16290,T15106,EMP10220,JS13375,13,646.23,2024-08-22
C16291,T19368,EMP10481,JS14608,11,216.26,2024-05-03
C16292,T15438,EMP10396,JS10160,8,424.4,2024-11-15
C16293,T16087,EMP10010,JS15920,11,1385.89,2024-12-31
C16294,T16864,EMP10273,JS19217,11,254.98,2024-03-12
C16295,T11476,EMP10027,JS13011,12,5704.08,2024-12-29
C16296,T11417,EMP10027,JS18127,8,2281.52,2024-11-08
C16297,T14011,EMP10182,JS19611,15,440.1,2025-02-21
C16298,T16889,EMP10390,JS17898,11,3970.01,2024-09-25
C16299,T17652,EMP10196,JS15149,9,939.69,2024-04-21
C16300,T17740,EMP10191,JS17779,9,108.81,2024-10-11
C16301,T12357,EMP10447,JS13017,10,827.1,2024-03-28
C16302,T14310,EMP10366,JS11931,8,114.64,2024-11-30
C16303,T13861,EMP10185,JS12946,10,2005.5,2024-06-24
C16304,T17520,EMP10100,JS16151,12,220.92,2024-03-29
C16305,T14292,EMP10225,JS16006,8,146.72,2024-11-19
C16306,T19573,EMP10455,JS17241,11,315.81,2024-10-20
C16307,T18541,EMP10218,JS16491,9,734.04,2025-02-12
C16308,T18534,EMP10500,JS18491,14,347.48,2025-02-11
C16309,T12534,EMP10458,JS11282,14,204.68,2024-12-15
C16310,T11023,EMP10283,JS19673,6,73.68,2024-12-19
C16311,T14251,EMP10327,JS11157,8,3805.92,2024-12-18
C16312,T15362,EMP10161,JS15750,13,649.87,2025-01-26
C16313,T13099,EMP10126,JS19867,11,454.63,2024-11-06
C16314,T15514,EMP10072,JS17240,14,269.64,2024-10-24
C16315,T10594,EMP10436,JS11241,11,312.18,2024-04-24
C16316,T10483,EMP10116,JS15337,11,115.06,2024-07-12
C16317,T11604,EMP10416,JS17754,14,130.34,2024-04-28
C16318,T15007,EMP10184,JS15621,12,381.84,2025-01-14
C16319,T15740,EMP10150,JS11814,6,338.7,2024-07-06
C16320,T10895,EMP10204,JS17486,14,780.36,2024-12-25
C16321,T11227,EMP10127,JS16032,13,591.11,2024-04-20
C16322,T10218,EMP10254,JS17654,14,249.76,2024-07-02
C16323,T13617,EMP10401,JS12194,10,218.6,2024-03-11
C16324,T18735,EMP10261,JS15625,8,232.8,2024-07-28
C16325,T18676,EMP10244,JS11345,6,60.84,2025-01-10
C16326,T16237,EMP10139,JS11596,7,2246.02,2024-04-03
C16327,T17510,EMP10212,JS10475,12,269.52,2024-10-13
C16328,T19325,EMP10226,JS12092,7,545.44,2024-07-24
C16329,T11090,EMP10360,JS15877,10,222.8,2024-03-16
C16330,T17631,EMP10453,JS10751,12,384.84,2024-11-24
C16331,T15536,EMP10315,JS17776,14,6710.76,2024-04-10
C16332,T19164,EMP10231,JS11844,5,1988.85,2024-12-09
C16333,T19169,EMP10154,JS14779,15,368.85,2024-06-13
C16334,T18909,EMP10159,JS18713,12,555.96,2024-11-27
C16335,T18376,EMP10165,JS18203,14,310.52,2024-06-22
C16336,T18216,EMP10228,JS17646,5,111.8,2024-09-13
C16337,T18398,EMP10296,JS11627,10,264.8,2024-11-10
C16338,T12554,EMP10276,JS13538,13,5680.74,2024-06-24
C16339,T16462,EMP10476,JS14037,12,309.24,2024-12-13
C16340,T15016,EMP10206,JS19785,11,4709.98,2024-05-12
C16341,T14815,EMP10083,JS12042,11,1096.7,2024-10-30
C16342,T19804,EMP10465,JS17467,6,353.46,2024-12-03
C16343,T16534,EMP10043,JS12327,7,371.98,2024-08-13
C16344,T15206,EMP10433,JS18146,9,367.92,2025-02-26
C16345,T16097,EMP10342,JS10422,9,373.59,2024-06-04
C16346,T14091,EMP10035,JS16487,15,1033.05,2025-01-09
C16347,T10212,EMP10305,JS19473,11,433.18,2024-08-19
C16348,T18867,EMP10387,JS17885,8,623.28,2024-06-17
C16349,T18142,EMP10043,JS11619,6,262.26,2024-04-08
C16350,T19998,EMP10111,JS16449,13,171.99,2025-02-19
C16351,T13532,EMP10256,JS16116,12,357,2024-05-20
C16352,T15752,EMP10322,JS15969,7,201.18,2024-05-16
C16353,T10706,EMP10198,JS16781,13,4494.88,2025-01-17
C16354,T14386,EMP10461,JS13187,11,293.04,2024-08-17
C16355,T15231,EMP10330,JS19114,6,229.38,2024-07-06
C16356,T16307,EMP10347,JS17456,14,5325.04,2024-09-02
C16357,T11717,EMP10333,JS11908,5,218.9,2024-05-02
C16358,T17980,EMP10208,JS15987,8,3004.24,2024-07-13
C16359,T18028,EMP10211,JS12055,10,439.8,2024-12-04
C16360,T15518,EMP10256,JS17863,15,6870.75,2024-06-22
C16361,T19434,EMP10461,JS16695,7,3085.74,2024-12-03
C16362,T12586,EMP10056,JS13402,8,193.52,2024-06-04
C16363,T19531,EMP10020,JS17742,8,393.04,2024-12-07
C16364,T15750,EMP10310,JS15929,6,540.24,2024-10-20
C16365,T18582,EMP10082,JS17798,6,171.84,2024-12-23
C16366,T11324,EMP10220,JS11176,11,363.55,2025-02-09
C16367,T16287,EMP10199,JS19251,10,222.2,2024-05-19
C16368,T17102,EMP10327,JS18849,12,4450.56,2024-06-29
C16369,T10785,EMP10013,JS14718,5,91.05,2024-07-21
C16370,T14019,EMP10453,JS16079,5,121.95,2024-06-01
C16371,T16401,EMP10126,JS11510,13,3161.73,2024-10-29
C16372,T10413,EMP10173,JS19957,9,271.17,2025-03-06
C16373,T12459,EMP10295,JS12089,6,151.32,2024-12-17
C16374,T18867,EMP10387,JS17885,7,545.37,2024-08-12
C16375,T10919,EMP10273,JS15261,12,249.12,2024-03-16
C16376,T16211,EMP10321,JS10542,5,959.7,2025-02-03
C16377,T17892,EMP10486,JS19814,10,351.3,2024-07-01
C16378,T10328,EMP10426,JS15573,5,122.4,2024-04-29
C16379,T18949,EMP10344,JS11096,9,140.4,2024-06-17
C16380,T12648,EMP10309,JS16592,15,171.3,2024-03-21
C16381,T16786,EMP10142,JS19057,8,201.28,2024-10-05
C16382,T12079,EMP10365,JS18012,8,216.32,2024-04-12
C16383,T12170,EMP10462,JS16533,5,121.7,2024-09-03
C16384,T10510,EMP10005,JS12770,13,1278.42,2024-06-28
C16385,T17528,EMP10225,JS18420,14,549.36,2024-12-10
C16386,T18429,EMP10303,JS13904,6,62.34,2024-11-10
C16387,T10415,EMP10454,JS18732,12,202.32,2024-06-26
C16388,T14596,EMP10012,JS16708,15,414.15,2024-05-03
C16389,T14063,EMP10144,JS16307,8,3637.28,2024-07-31
C16390,T12604,EMP10281,JS14761,9,177.03,2024-11-27
C16391,T14276,EMP10390,JS19936,14,1011.5,2024-06-11
C16392,T10553,EMP10454,JS18664,9,112.68,2025-03-06
C16393,T14082,EMP10056,JS13205,10,477.7,2024-10-18
C16394,T17245,EMP10191,JS16228,8,1852.72,2024-12-07
C16395,T12288,EMP10473,JS13503,5,1901.2,2024-12-08
C16396,T14909,EMP10240,JS13139,6,323.64,2025-01-24
C16397,T18518,EMP10290,JS17743,11,5041.19,2024-12-20
C16398,T16532,EMP10114,JS18653,11,4321.24,2025-01-17
C16399,T12443,EMP10402,JS11745,9,357.66,2025-02-04
C16400,T14623,EMP10024,JS14524,14,308.7,2024-08-13
C16401,T11741,EMP10227,JS12405,9,254.61,2024-10-02
C16402,T14235,EMP10402,JS19764,11,1888.92,2024-11-18
C16403,T12572,EMP10139,JS12089,11,249.26,2024-07-20
C16404,T14512,EMP10269,JS14183,14,1125.32,2024-12-27
C16405,T16540,EMP10480,JS12907,10,361.3,2024-11-09
C16406,T19379,EMP10094,JS13333,11,254.1,2024-05-22
C16407,T13361,EMP10210,JS19797,12,643.56,2024-09-02
C16408,T15429,EMP10141,JS17462,11,259.82,2025-01-13
C16409,T12866,EMP10489,JS17656,13,1159.86,2025-01-20
C16410,T16644,EMP10093,JS15310,8,3161.76,2024-08-25
C16411,T17458,EMP10205,JS18595,10,4996.8,2024-09-22
C16412,T12018,EMP10126,JS18480,6,198.9,2025-02-06
C16413,T19635,EMP10276,JS15667,10,2771.3,2024-05-18
C16414,T19066,EMP10074,JS18663,11,131.78,2024-03-18
C16415,T10619,EMP10271,JS12507,8,517.44,2024-10-17
C16416,T10585,EMP10361,JS16464,7,171.36,2024-04-18
C16417,T12070,EMP10167,JS19395,15,290.1,2024-10-09
C16418,T19396,EMP10205,JS17627,10,4356.8,2024-11-17
C16419,T19434,EMP10461,JS16695,11,4849.02,2024-10-10
C16420,T11176,EMP10251,JS10694,7,140.21,2024-04-19
C16421,T19339,EMP10190,JS18876,12,2247.24,2024-05-14
C16422,T15341,EMP10257,JS13237,5,202.2,2024-05-09
C16423,T11277,EMP10097,JS13016,11,1181.4,2024-07-08
C16424,T13505,EMP10244,JS15891,8,1583.36,2025-01-09
C16425,T15846,EMP10070,JS16280,6,262.32,2025-01-03
C16426,T10663,EMP10389,JS15088,10,132.6,2024-08-07
C16427,T11444,EMP10321,JS18535,8,292.24,2024-08-09
C16428,T17706,EMP10327,JS14350,13,259.74,2024-04-27
C16429,T16191,EMP10369,JS14482,5,150.2,2025-03-09
C16430,T11400,EMP10345,JS15540,9,389.61,2024-06-19
C16431,T17625,EMP10002,JS14734,7,500.92,2025-02-17
C16432,T13282,EMP10261,JS14324,13,4594.59,2024-05-11
C16433,T16760,EMP10038,JS10059,7,158.13,2025-01-07
C16434,T15016,EMP10206,JS19785,14,5994.52,2025-01-02
C16435,T19667,EMP10277,JS10417,6,163.8,2024-10-05
C16436,T18286,EMP10228,JS16395,6,108.78,2024-03-26
C16437,T13444,EMP10283,JS11032,13,367.9,2024-11-01
C16438,T10198,EMP10183,JS17278,6,418.2,2025-01-17
C16439,T10697,EMP10179,JS12732,5,89.05,2024-09-16
C16440,T16089,EMP10320,JS14914,12,953.52,2024-03-11
C16441,T15534,EMP10220,JS15158,9,537.75,2024-05-12
C16442,T12968,EMP10234,JS15744,8,1958.96,2024-03-14
C16443,T10870,EMP10161,JS16370,8,2178.08,2024-11-02
C16444,T11007,EMP10427,JS10339,15,5365.05,2024-12-31
C16445,T18524,EMP10256,JS15409,11,66.99,2025-02-01
C16446,T16361,EMP10296,JS15774,10,379.1,2024-09-08
C16447,T16203,EMP10129,JS19310,13,5269.29,2024-10-24
C16448,T14692,EMP10427,JS14799,7,537.32,2024-12-10
C16449,T10113,EMP10485,JS18081,12,5764.08,2024-03-16
C16450,T18801,EMP10213,JS19536,6,1710.78,2024-11-01
C16451,T15152,EMP10275,JS18965,10,2665.2,2024-08-27
C16452,T10036,EMP10421,JS18383,14,5979.54,2024-11-27
C16453,T15116,EMP10230,JS16314,6,92.34,2024-06-14
C16454,T14007,EMP10475,JS15052,11,939.07,2024-07-28
C16455,T18683,EMP10494,JS19636,6,142.56,2025-02-10
C16456,T10665,EMP10495,JS13933,13,4284.67,2025-02-28
C16457,T11815,EMP10438,JS11376,10,657.7,2024-04-19
C16458,T11706,EMP10017,JS11560,15,1363.2,2025-01-27
C16459,T19309,EMP10420,JS14690,15,5614.2,2025-01-27
C16460,T13489,EMP10500,JS13226,8,124.16,2024-12-02
C16461,T19658,EMP10424,JS15335,15,883.65,2024-07-12
C16462,T10266,EMP10315,JS17904,7,121.66,2024-11-07
C16463,T14196,EMP10336,JS12654,13,1218.36,2024-04-10
C16464,T11059,EMP10072,JS17194,14,327.18,2024-04-09
C16465,T16175,EMP10059,JS10323,15,707.25,2024-09-09
C16466,T16630,EMP10150,JS15193,12,440.88,2024-07-21
C16467,T17511,EMP10086,JS12094,5,105.85,2024-11-18
C16468,T10121,EMP10389,JS15037,9,424.17,2024-06-01
C16469,T14961,EMP10497,JS11953,5,158,2024-06-10
C16470,T16920,EMP10186,JS17920,6,591.54,2024-04-25
C16471,T18421,EMP10481,JS15704,13,1096.16,2024-08-28
C16472,T15633,EMP10019,JS19864,10,543.2,2024-04-01
C16473,T13650,EMP10146,JS12870,5,183.85,2024-05-02
C16474,T10583,EMP10130,JS13962,7,1749.93,2024-11-26
C16475,T12760,EMP10073,JS14784,9,604.08,2025-02-02
C16476,T17058,EMP10061,JS16760,11,215.6,2024-07-25
C16477,T17476,EMP10019,JS13938,11,129.14,2025-02-21
C16478,T19551,EMP10065,JS13459,11,516.45,2024-05-29
C16479,T15416,EMP10461,JS13403,9,608.22,2024-06-11
C16480,T15767,EMP10096,JS14869,10,243.5,2024-09-20
C16481,T11366,EMP10025,JS16420,9,78.84,2024-10-29
C16482,T13132,EMP10396,JS16955,11,259.05,2024-09-11
C16483,T12430,EMP10271,JS18236,9,4365.81,2024-03-11
C16484,T11691,EMP10251,JS14734,12,4161.36,2024-10-03
C16485,T16552,EMP10158,JS18122,9,3944.79,2024-08-09
C16486,T15173,EMP10006,JS19509,11,3837.24,2024-03-30
C16487,T10740,EMP10016,JS15644,11,1618.43,2024-07-08
C16488,T15717,EMP10191,JS14963,5,447.1,2025-02-22
C16489,T14164,EMP10324,JS18510,9,2846.7,2024-11-17
C16490,T13179,EMP10183,JS10751,13,1622.01,2024-06-10
C16491,T13435,EMP10076,JS15516,13,2885.09,2024-09-08
C16492,T17060,EMP10115,JS19280,6,262.08,2025-01-01
C16493,T12911,EMP10425,JS19269,11,514.47,2024-09-12
C16494,T19519,EMP10085,JS19691,15,810,2025-03-03
C16495,T15474,EMP10357,JS13062,15,2696.4,2024-07-23
C16496,T16707,EMP10025,JS13784,6,506.34,2024-10-10
C16497,T15009,EMP10475,JS12568,13,181.48,2024-09-05
C16498,T12348,EMP10005,JS17238,11,118.14,2024-05-19
C16499,T18942,EMP10096,JS12454,13,302.25,2025-01-03
C16500,T15596,EMP10495,JS12375,8,136.16,2024-07-31
